Id,SalePrice
1766,167792.27
1767,202641.44
1768,153738.52
1769,174231.98
1770,145102.3
1771,133487.5
1772,139758.98
1773,138377.5
1774,108448.58
1775,140111.75
1776,118482.72
1777,124191.39
1778,133799.02
1779,112875.97
1780,185073.47
1781,124850.7
1782,92312.77
1783,140710.53
1784,100908.15
1785,133723.73
1786,153120.22
1787,165490.44
1788,47013.656
1789,99174.2
1790,82268.64
1791,183805.08
1792,157225.97
1793,130967.0
1794,150400.39
1795,137101.92
1796,122504.805
1797,126702.5
1798,129263.22
1799,110529.61
1800,137108.19
1801,138584.81
1802,140700.97
1803,151191.92
1804,141877.03
1805,131541.42
1806,115661.64
1807,123393.27
1808,124921.69
1809,124548.766
1810,149614.45
1811,110198.6
1812,88894.37
1813,122669.07
1814,103787.88
1815,42453.25
1816,98235.53
1817,112696.805
1818,141826.1
1819,124417.305
1820,49921.098
1821,121966.11
1822,150811.69
1823,37018.13
1824,139609.64
1825,132659.7
1826,102767.7
1827,104228.0
1828,134630.98
1829,109465.9
1830,152263.53
1831,157045.1
1832,76064.46
1833,131234.39
1834,119774.875
1835,133022.94
1836,129681.53
1837,84427.78
1838,122403.21
1839,89889.51
1840,169782.83
1841,150505.34
1842,80196.05
1843,141309.84
1844,139662.78
1845,134897.31
1846,157070.25
1847,157715.0
1848,48262.9
1849,112123.42
1850,117330.87
1851,149024.47
1852,118895.14
1853,122319.33
1854,164554.72
1855,150371.86
1856,223944.11
1857,150580.34
1858,139875.84
1859,116461.48
1860,161064.47
1861,117379.73
1862,301569.47
1863,291199.8
1864,291212.56
1865,335235.53
1866,337866.47
1867,232493.33
1868,289591.7
1869,207502.12
1870,241273.23
1871,242108.66
1872,168767.23
1873,235798.7
1874,142913.33
1875,202334.56
1876,199810.95
1877,219092.62
1878,195018.61
1879,137614.12
1880,133833.38
1881,243942.28
1882,251589.9
1883,189113.72
1884,213706.06
1885,239669.28
1886,288374.9
1887,201108.72
1888,288041.1
1889,163278.14
1890,128850.87
1891,138932.64
1892,106359.664
1893,133157.92
1894,118410.19
1895,129799.69
1896,121273.2
1897,118047.38
1898,105025.77
1899,181227.88
1900,155830.52
1901,178281.62
1902,147865.17
1903,216798.38
1904,161576.17
1905,196923.22
1906,169082.62
1907,214096.22
1908,114846.63
1909,138777.2
1910,120739.445
1911,216342.34
1912,292864.94
1913,138585.0
1914,51893.312
1915,351770.5
1916,62360.81
1917,247537.61
1918,136722.55
1919,165769.1
1920,145330.58
1921,420543.56
1922,337831.34
1923,213797.97
1924,226394.0
1925,200655.98
1926,388022.28
1927,134291.86
1928,151184.27
1929,122308.42
1930,124890.5
1931,139042.23
1932,131660.56
1933,196312.53
1934,180315.08
1935,177199.34
1936,187756.75
1937,180178.81
1938,173516.86
1939,230105.52
1940,180710.39
1941,174491.47
1942,178101.56
1943,202806.9
1944,353575.1
1945,398576.4
1946,167103.19
1947,335784.1
1948,178726.2
1949,230880.02
1950,188014.75
1951,260267.7
1952,217811.17
1953,167272.08
1954,185309.03
1955,133910.92
1956,281655.12
1957,155999.02
1958,329810.1
1959,141055.45
1960,118748.5
1961,120652.51
1962,94616.32
1963,107576.79
1964,111598.875
1965,146022.1
1966,148515.22
1967,289862.28
1968,456128.2
1969,432487.53
1970,415824.8
1971,450903.78
1972,398372.22
1973,252862.39
1974,327191.78
1975,505757.88
1976,275729.2
1977,356633.8
1978,370761.62
1979,336784.84
1980,198488.28
1981,356956.25
1982,236639.9
1983,213456.73
1984,164841.84
1985,219020.4
1986,197840.23
1987,184588.92
1988,173885.98
1989,190804.83
1990,222152.06
1991,257446.05
1992,218293.45
1993,162092.56
1994,235386.69
1995,179890.6
1996,238887.11
1997,327900.8
1998,333779.03
1999,279516.7
2000,324002.88
2001,262089.7
2002,244789.11
2003,271394.03
2004,260684.45
2005,205034.9
2006,242950.62
2007,244384.45
2008,225901.97
2009,196203.1
2010,187929.66
2011,130568.62
2012,179561.06
2013,183978.11
2014,178590.39
2015,201947.7
2016,197141.53
2017,195738.69
2018,121242.79
2019,132860.73
2020,112411.66
2021,109283.24
2022,186783.92
2023,145532.17
2024,254389.11
2025,363304.53
2026,172648.12
2027,154188.02
2028,152147.5
2029,177119.8
2030,279587.3
2031,242492.44
2032,276443.1
2033,261822.3
2034,159729.17
2035,222219.19
2036,180505.3
2037,192751.58
2038,312081.16
2039,217086.55
2040,317083.94
2041,309404.28
2042,201465.66
2043,166567.61
2044,156696.94
2045,210293.22
2046,141458.23
2047,141486.89
2048,132072.62
2049,139226.27
2050,178660.98
2051,106667.64
2052,129366.336
2053,151094.52
2054,82638.05
2055,160418.03
2056,132388.84
2057,120593.516
2058,231393.67
2059,131630.03
2060,157023.86
2061,179529.03
2062,135438.44
2063,117012.71
2064,150250.5
2065,114661.94
2066,165261.11
2067,119061.36
2068,124735.914
2069,82052.74
2070,112222.27
2071,88971.664
2072,116817.05
2073,138585.42
2074,182690.88
2075,151851.61
2076,121553.59
2077,153903.11
2078,129850.34
2079,129627.664
2080,118422.93
2081,124356.86
2082,123521.13
2083,147467.11
2084,113956.66
2085,128531.06
2086,131512.02
2087,123520.56
2088,102222.23
2089,77287.7
2090,127384.29
2091,122931.86
2092,130764.875
2093,120098.945
2094,112322.54
2095,151635.08
2096,68066.15
2097,91311.28
2098,141140.6
2099,61254.0
2100,87044.27
2101,123237.11
2102,120128.195
2103,105850.234
2104,126772.08
2105,127612.27
2106,76829.26
2107,228269.33
2108,117302.17
2109,114712.164
2110,124138.62
2111,138807.69
2112,135682.17
2113,124866.96
2114,110617.016
2115,150719.97
2116,118514.164
2117,151204.03
2118,118110.97
2119,107799.4
2120,124207.56
2121,112268.17
2122,113114.96
2123,88437.414
2124,152063.77
2125,122819.99
2126,165732.03
2127,152659.25
2128,126117.05
2129,102063.74
2130,143533.64
2131,140866.69
2132,117062.55
2133,129552.87
2134,122018.555
2135,93168.17
2136,82523.5
2137,114762.65
2138,136384.36
2139,151389.64
2140,141527.17
2141,143536.72
2142,129263.82
2143,139855.45
2144,118898.63
2145,137740.25
2146,163714.23
2147,130278.78
2148,129780.48
2149,143986.12
2150,226577.16
2151,115993.89
2152,152263.9
2153,155224.48
2154,107689.29
2155,141223.25
2156,304291.44
2157,227792.08
2158,233811.06
2159,192044.19
2160,173323.08
2161,240199.16
2162,450060.75
2163,367793.2
2164,238568.34
2165,185349.9
2166,147759.05
2167,216891.64
2168,201463.17
2169,199038.72
2170,219668.58
2171,142622.62
2172,137327.12
2173,157143.86
2174,224137.88
2175,306875.44
2176,321479.44
2177,248934.27
2178,211096.72
2179,141132.67
2180,203727.44
2181,188607.88
2182,215569.38
2183,192695.31
2184,131208.7
2185,109977.72
2186,143959.5
2187,150442.17
2188,149707.55
2189,173363.8
2190,84853.13
2191,80410.68
2192,90741.66
2193,107596.35
2194,105690.42
2195,110570.984
2196,94709.06
2197,126374.39
2198,163456.95
2199,179197.97
2200,149439.86
2201,155145.75
2202,216825.38
2203,161597.14
2204,195210.52
2205,125106.52
2206,149219.14
2207,225788.45
2208,249363.25
2209,212891.73
2210,127798.23
2211,115320.93
2212,121307.76
2213,109313.19
2214,125498.305
2215,102850.16
2216,135396.83
2217,65089.977
2218,61676.86
2219,52041.715
2220,66726.984
2221,350479.25
2222,263245.47
2223,294586.75
2224,208208.58
2225,127298.72
2226,178039.64
2227,196327.39
2228,250219.42
2229,243788.5
2230,166362.7
2231,204123.73
2232,190174.05
2233,182540.72
2234,245855.48
2235,222729.8
2236,260128.22
2237,343116.47
2238,208746.14
2239,112565.64
2240,158296.02
2241,163500.72
2242,124400.12
2243,121553.01
2244,96681.53
2245,96946.445
2246,143425.19
2247,111136.78
2248,126099.47
2249,127073.4
2250,132589.81
2251,127693.98
2252,167390.25
2253,154879.4
2254,185177.77
2255,192714.28
2256,179466.39
2257,199947.34
2258,166894.83
2259,178599.23
2260,161675.92
2261,189200.39
2262,209994.45
2263,374140.3
2264,425625.28
2265,171314.47
2266,322324.03
2267,373347.3
2268,396167.7
2269,146287.36
2270,184701.11
2271,222461.9
2272,187871.81
2273,157356.19
2274,181721.0
2275,167089.73
2276,185951.42
2277,185269.9
2278,147180.47
2279,135084.56
2280,112206.48
2281,172351.8
2282,187008.44
2283,98893.29
2284,115913.6
2285,144973.03
2286,124999.48
2287,349032.75
2288,273001.3
2289,417881.62
2290,478353.7
2291,323048.84
2292,437943.38
2293,513906.94
2294,415644.3
2295,479207.84
2296,247216.88
2297,305709.84
2298,345081.25
2299,402228.38
2300,329021.38
2301,276372.34
2302,239684.58
2303,251235.62
2304,236676.98
2305,181469.23
2306,175791.27
2307,191262.14
2308,215376.34
2309,291738.34
2310,218625.39
2311,191010.67
2312,170297.36
2313,172382.2
2314,169955.56
2315,174830.83
2316,196681.89
2317,186718.5
2318,176018.38
2319,180612.0
2320,193418.23
2321,232576.16
2322,173382.12
2323,180065.53
2324,169601.0
2325,213689.2
2326,165203.06
2327,217144.78
2328,232812.88
2329,187114.1
2330,182610.36
2331,364402.72
2332,404240.34
2333,332941.72
2334,258098.48
2335,266890.2
2336,342591.12
2337,216251.17
2338,299368.8
2339,212304.14
2340,408930.97
2341,209594.98
2342,225648.11
2343,217044.55
2344,237598.02
2345,229414.67
2346,215372.94
2347,199685.77
2348,239123.94
2349,188863.14
2350,293654.78
2351,264490.72
2352,262661.2
2353,264709.28
2354,131886.66
2355,137653.81
2356,155359.14
2357,199240.45
2358,194549.83
2359,121420.516
2360,118660.11
2361,136985.86
2362,258602.75
2363,143956.81
2364,161489.36
2365,226883.73
2366,183454.02
2367,207703.69
2368,213572.02
2369,206435.56
2370,175671.8
2371,173753.08
2372,190209.66
2373,283116.3
2374,303757.25
2375,259265.08
2376,287541.0
2377,403495.22
2378,144468.0
2379,201784.97
2380,143637.92
2381,156230.03
2382,197920.11
2383,191172.44
2384,241330.23
2385,157994.95
2386,135222.56
2387,139982.02
2388,94989.17
2389,119768.57
2390,140823.88
2391,145314.16
2392,112513.67
2393,165004.73
2394,148243.16
2395,216489.31
2396,142686.98
2397,204333.02
2398,129161.57
2399,48090.3
2400,59387.223
2401,111517.27
2402,136088.25
2403,136323.95
2404,146547.77
2405,165431.72
2406,143639.11
2407,126423.586
2408,141369.62
2409,125123.24
2410,160507.72
2411,122076.35
2412,153076.17
2413,127205.77
2414,153573.23
2415,135245.06
2416,133911.81
2417,132828.95
2418,127096.34
2419,127730.2
2420,128835.164
2421,143271.03
2422,115456.68
2423,125432.54
2424,152510.27
2425,251865.12
2426,125261.64
2427,142450.23
2428,174099.56
2429,121035.46
2430,131108.69
2431,114969.58
2432,144719.44
2433,147487.36
2434,137173.98
2435,147240.27
2436,108939.19
2437,111582.375
2438,122833.44
2439,98507.375
2440,117429.65
2441,89129.85
2442,97299.54
2443,123819.93
2444,127067.57
2445,76060.3
2446,142017.78
2447,185202.62
2448,135285.95
2449,101341.37
2450,149982.4
2451,125345.1
2452,226879.42
2453,90965.42
2454,117421.81
2455,110743.46
2456,129918.35
2457,130413.195
2458,117217.19
2459,111621.92
2460,132827.62
2461,120688.61
2462,132887.53
2463,122186.29
2464,177907.84
2465,141552.06
2466,118364.695
2467,134187.22
2468,83697.54
2469,78801.984
2470,172972.62
2471,203910.48
2472,160560.48
2473,108857.375
2474,87528.914
2475,214761.56
2476,116725.414
2477,128728.89
2478,153130.5
2479,101262.11
2480,142366.78
2481,121582.43
2482,132643.48
2483,115226.26
2484,123839.766
2485,130947.26
2486,152897.02
2487,170608.69
2488,161926.31
2489,155206.86
2490,151712.97
2491,86506.414
2492,181386.31
2493,142186.2
2494,150683.7
2495,81356.26
2496,227743.06
2497,145567.2
2498,110785.01
2499,92032.625
2500,122973.57
2501,138362.03
2502,153980.88
2503,98754.56
2504,195809.38
2505,223204.98
2506,268355.1
2507,279421.38
2508,265530.4
2509,212071.72
2510,219481.89
2511,176461.86
2512,210069.25
2513,212179.42
2514,277205.56
2515,149795.27
2516,165788.72
2517,144648.61
2518,149414.28
2519,231588.53
2520,211675.0
2521,188252.4
2522,222531.62
2523,118863.03
2524,138952.3
2525,146303.4
2526,134416.03
2527,109671.2
2528,126649.805
2529,141326.73
2530,123918.4
2531,250064.23
2532,228827.19
2533,196032.66
2534,220458.16
2535,314205.25
2536,230963.48
2537,234112.03
2538,180622.39
2539,186232.64
2540,175079.45
2541,179762.89
2542,167565.94
2543,132423.67
2544,121501.445
2545,128992.09
2546,122055.76
2547,142352.58
2548,155856.05
2549,150909.3
2550,257631.62
2551,136646.97
2552,125254.94
2553,73226.97
2554,103988.72
2555,120246.555
2556,107414.01
2557,114310.414
2558,145604.56
2559,140776.0
2560,138724.75
2561,144349.62
2562,140076.11
2563,158459.22
2564,196617.64
2565,146646.12
2566,168053.47
2567,131680.83
2568,209975.14
2569,207583.45
2570,123316.37
2571,178991.4
2572,145706.98
2573,221568.55
2574,273684.06
2575,127152.375
2576,133098.02
2577,152055.16
2578,87250.99
2579,64136.266
2580,117455.44
2581,114195.19
2582,108600.41
2583,280506.53
2584,150960.05
2585,185006.47
2586,217361.14
2587,193849.27
2588,146228.52
2589,148811.52
2590,201075.94
2591,229553.6
2592,220929.81
2593,251244.52
2594,172106.97
2595,192949.73
2596,312865.7
2597,188092.05
2598,288028.28
2599,285697.56
2600,184747.02
2601,146422.03
2602,79859.06
2603,95065.5
2604,86963.055
2605,75755.87
2606,144730.75
2607,196589.17
2608,198295.44
2609,158436.92
2610,114442.01
2611,119526.16
2612,154024.84
2613,131796.86
2614,132779.22
2615,151656.02
2616,141155.97
2617,160010.16
2618,205150.45
2619,180549.05
2620,193618.48
2621,177458.25
2622,187098.28
2623,240086.05
2624,315279.4
2625,312897.1
2626,170208.16
2627,171380.95
2628,490393.03
2629,512462.78
2630,374176.66
2631,465997.78
2632,443756.03
2633,336436.72
2634,413397.6
2635,157104.25
2636,183130.88
2637,179280.97
2638,257103.98
2639,183452.75
2640,154292.0
2641,106648.6
2642,198361.08
2643,106590.5
2644,124818.88
2645,104940.055
2646,94312.695
2647,100451.66
2648,139807.48
2649,144513.7
2650,142926.56
2651,144080.22
2652,437503.4
2653,243215.55
2654,253781.14
2655,375625.84
2656,305770.0
2657,329355.0
2658,272675.22
2659,321982.3
2660,356853.4
2661,340299.28
2662,339128.44
2663,302502.75
2664,277999.16
2665,336217.78
2666,293717.25
2667,162819.4
2668,177797.73
2669,175395.89
2670,284000.0
2671,181256.14
2672,196597.31
2673,211453.1
2674,210687.31
2675,175368.64
2676,190690.83
2677,191621.88
2678,259969.95
2679,264213.78
2680,280628.38
2681,435646.66
2682,336873.66
2683,542866.8
2684,314931.62
2685,344904.06
2686,242269.73
2687,348066.3
2688,213641.12
2689,204817.3
2690,468263.3
2691,196019.27
2692,125656.23
2693,199155.62
2694,127415.95
2695,192937.08
2696,187481.23
2697,188862.9
2698,194050.77
2699,177977.14
2700,157036.39
2701,150023.66
2702,109028.3
2703,124414.64
2704,147170.47
2705,125305.8
2706,117888.29
2707,122690.91
2708,140832.56
2709,113832.195
2710,126767.16
2711,265680.78
2712,403151.2
2713,161463.75
2714,150572.62
2715,171030.92
2716,152557.42
2717,180181.6
2718,223024.17
2719,157356.94
2720,167943.02
2721,138550.31
2722,158643.97
2723,143726.44
2724,131726.69
2725,135327.23
2726,150908.4
2727,168789.0
2728,167608.61
2729,146820.0
2730,145139.3
2731,128598.164
2732,125553.7
2733,161137.27
2734,134044.75
2735,133153.61
2736,145812.64
2737,126156.63
2738,134930.12
2739,163135.92
2740,146889.02
2741,150495.47
2742,157822.39
2743,148561.08
2744,164232.66
2745,139439.39
2746,134524.3
2747,155598.16
2748,119126.93
2749,133525.97
2750,132724.92
2751,138891.42
2752,218685.53
2753,159223.94
2754,215716.98
2755,132384.7
2756,98386.03
2757,63914.01
2758,81108.055
2759,156454.25
2760,143971.98
2761,147453.62
2762,141872.89
2763,185759.72
2764,157775.42
2765,274560.53
2766,142398.88
2767,90472.445
2768,137750.89
2769,132570.36
2770,139222.8
2771,111195.22
2772,111144.234
2773,166721.66
2774,139594.11
2775,128484.77
2776,142828.06
2777,139971.3
2778,105636.27
2779,119774.164
2780,96415.97
2781,104067.63
2782,93168.47
2783,106209.31
2784,122938.35
2785,135694.78
2786,76877.78
2787,125917.484
2788,71073.82
2789,176705.78
2790,89392.04
2791,118060.49
2792,47907.027
2793,175678.66
2794,115143.3
2795,120061.836
2796,101088.805
2797,211942.31
2798,113091.51
2799,128437.16
2800,60290.69
2801,116563.17
2802,132451.75
2803,149546.23
2804,144159.4
2805,102198.05
2806,82891.46
2807,157582.86
2808,158327.98
2809,140608.52
2810,138191.03
2811,157307.38
2812,150312.16
2813,159466.94
2814,145475.92
2815,90157.37
2816,249063.98
2817,144573.52
2818,134973.5
2819,157771.05
2820,141301.77
2821,109067.46
2822,205335.19
2823,316585.2
2824,189210.02
2825,165007.64
2826,133203.77
2827,133081.31
2828,208278.4
2829,198795.03
2830,235771.92
2831,180068.2
2832,249306.98
2833,308198.03
2834,212709.39
2835,218547.16
2836,191845.3
2837,147476.03
2838,146527.34
2839,180056.95
2840,199926.42
2841,207981.1
2842,225523.4
2843,151194.72
2844,149975.39
2845,118124.03
2846,222457.14
2847,206024.34
2848,218483.97
2849,204462.66
2850,277315.1
2851,234719.38
2852,224204.1
2853,242115.31
2854,138997.66
2855,206944.08
2856,194329.36
2857,188755.12
2858,201852.31
2859,126001.84
2860,123216.7
2861,126726.984
2862,188938.89
2863,121603.48
2864,241094.86
2865,143445.6
2866,132211.89
2867,91512.125
2868,105594.81
2869,126652.15
2870,122340.89
2871,91043.695
2872,40384.094
2873,93436.195
2874,142613.83
2875,120129.586
2876,166471.22
2877,136944.03
2878,180695.75
2879,141079.16
2880,92921.805
2881,151600.19
2882,183891.28
2883,196768.58
2884,191721.05
2885,206962.97
2886,230675.31
2887,96819.89
2888,132240.83
2889,47398.246
2890,83601.12
2891,133243.86
2892,33954.996
2893,91430.56
2894,43924.85
2895,327885.34
2896,290066.16
2897,205669.44
2898,143452.34
2899,216394.98
2900,165519.05
2901,218896.6
2902,188091.36
2903,356883.1
2904,341494.2
2905,95333.51
2906,209415.61
2907,104958.51
2908,132497.23
2909,134725.72
2910,79974.99
2911,72968.78
2912,139589.11
2913,83612.56
2914,76609.81
2915,83923.79
2916,76248.32
2917,177560.67
2918,112513.664
2919,220990.95
